OBJECT_ID,FIRE_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE
1778134,NER-20140519-001,2014,2456796.5,139,,9,Miscellaneous,2456796.5,139,,13,C,33.252907,-86.891711
1582098,BLACK BEACH,2012,2456065.5,139,1600,1,Lightning,2456066.5,140,1230,0.1,A,42.5267,-106.74
1248982,FY2001-TATTNALL-081,2001,2452048.5,139,1428,5,Debris Burning,2452048.5,139,1428,0.15,A,31.9609,-81.9743
1380699,,1996,2450221.5,139,1700,5,Debris Burning,2450221.5,139,1855,5.5,B,33.2131,-85.1794
50761,,1992,2448760.5,139,2100,1,Lightning,2448760.5,139,2330,0.5,B,43.03333333,-122.4133333
8567,CRYSTAL RIVER,2006,2453874.5,139,1513,1,Lightning,2453874.5,139,1844,0.1,A,39.29666667,-107.2247222
323546,78,2006,2453874.5,139,1635,1,Lightning,2453876.5,141,2000,74,C,40.2019,-108.7717
963653,,1993,2449126.5,139,,6,Railroad,,,,5,B,25.53,-80.34
1630232,FM 1795 COMMAND,2012,2456065.5,139,,5,Debris Burning,,,,2,B,32.688943,-95.083065
154397,LOCKE MOUNTAIN,2002,2452413.5,139,1337,1,Lightning,2452415.5,141,600,16,C,38.28,-105.225
1233250,PARKER,2002,2452413.5,139,2135,9,Miscellaneous,,,,0.25,A,32.8709,-111.9696
293129,SICILY,2002,2452413.5,139,1212,1,Lightning,2452413.5,139,1620,0.1,A,36.9972,-107.1314
489578,,2004,2453143.5,139,,7,Arson,,,,40,C,48.61417822,-96.62525487
993064,,2001,2452048.5,139,,2,Equipment Use,,,,4,B,26.8942,-82.2147
1636845,GARDEN,2013,2456431.5,139,1440,9,Miscellaneous,2456431.5,139,1505,0.1,A,33.73111111,-111.5136111
268305,SMOKEY # 1,2008,2454604.5,139,1456,8,Children,2454604.5,139,1647,3,B,43.3008,-100.6236
1535170,MORELAND,2009,2454970.5,139,,5,Debris Burning,,,,3,B,31.54673659,-97.8759945
97628,LONNIE,1997,2450587.5,139,1530,1,Lightning,2450587.5,139,2030,0.1,A,33.91333333,-108.7916667
273669,RL303,2007,2454239.5,139,2015,7,Arson,2454239.5,139,2045,0.2,A,47.8686,-95.0344
299308,FENCE LINE,2002,2452413.5,139,1555,5,Debris Burning,2452413.5,139,1605,0.1,A,33.0617,-111.8507
719937,EUREKA GULCH,1997,2450587.5,139,,5,Debris Burning,2450588.5,140,,127,D,44.46288,-118.59169
438472,,2006,2453874.5,139,,7,Arson,,,,0.45,B,32.64009906,-83.69593676
1772993,,2014,2456796.5,139,1836,8,Children,2456796.5,139,1841,0.1,A,33.924167,-117.281317
1414559,,1997,2450587.5,139,1300,5,Debris Burning,2450587.5,139,1400,0.1,A,34.4469,-83.9709
562054,,2006,2453875.5,140,,1,Lightning,,,,19.5,C,33.7893,-103.1468
1825913,BROCKTON,2015,2457162.5,140,1402,5,Debris Burning,2457162.5,140,,0.25,A,42.079024,-71.062882
1231768,,2010,2455336.5,140,,9,Miscellaneous,,,,0.1,A,39.6751,-104.8861
1630263,12-0061,2012,2456066.5,140,,9,Miscellaneous,,,,0.25,A,30.8622481,-97.9380964
1632,COOK,2005,2453510.5,140,1830,5,Debris Burning,2453513.5,143,1401,0.3,B,29.05611111,-81.63638889
1008291,,1994,2449492.5,140,,5,Debris Burning,,,,0.1,A,34.305,-78.8217
162926,TRAIL HEAD,2003,2452779.5,140,1830,9,Miscellaneous,2452779.5,140,2030,0.5,B,33.51472222,-117.3786111
1132710,STATE FIRE               ,2001,2452049.5,140,,7,Arson,,,,0.3,B,33.865,-117.3919444
1733595,SPRING CREEK 3,2014,2456797.5,140,1920,9,Miscellaneous,2456797.5,140,2000,0.1,A,40.645944,-73.837219
577844,WALKER WOODS,2007,2454240.5,140,,9,Miscellaneous,,,,103,D,33.75,-78.9
1378260,,1994,2449492.5,140,1700,5,Debris Burning,2449493.5,141,1743,9.35,B,31.5153,-82.2771
1322320,BLUFF MTN,1996,2450222.5,140,1430,1,Lightning,2450222.5,140,1430,8,B,37.49205515,-81.20679984
1276005,CTY FF,2009,2454971.5,140,1354,11,Powerline,2454971.5,140,1354,0.01,A,46.0663,-90.29874
1126509,BEAVER                   ,2008,2454605.5,140,,9,Miscellaneous,,,,0.5,B,34.47,-117.46
1555283,SALINENO RD.,2011,2455701.5,140,,9,Miscellaneous,,,,1,B,26.523268,-99.099855
1356882,BILLY WADE,2007,2454240.5,140,2100,7,Arson,2454240.5,140,,43,C,35.400167,-85.58366
400887,,2003,2452779.5,140,,1,Lightning,,,,5,B,28.44082998,-80.83638998
45202,,1992,2448761.5,140,1130,1,Lightning,2448761.5,140,1430,0.1,A,33.9,-111.0333333
509992,,2009,2454971.5,140,,9,Miscellaneous,,,,0.3,B,46.51949357,-92.74398952
184622,R414,1997,2450588.5,140,1855,8,Children,2450588.5,140,1945,0.5,B,47.8666,-94.8336
264866,IN DA FACE,2006,2453875.5,140,1950,12,Structure,2453875.5,140,1957,0.1,A,43.025,-102.5367
989912,,2001,2452049.5,140,,6,Railroad,,,,6,B,27.9008,-82.3606
406093,,2004,2453144.5,140,,5,Debris Burning,,,,5.5,B,29.13027999,-81.27638998
971906,,1999,2451318.5,140,,6,Railroad,,,,0.6,B,30.67,-87
1213325,KLAGETOH 1,2010,2455336.5,140,1444,7,Arson,2455336.5,140,1555,0.1,A,35.56302,-109.41418
1274026,,2001,2452049.5,140,1735,4,Campfire,2452049.5,140,1735,0.2,A,45.12134,-84.6838
40076,MADDOG,2009,2454971.5,140,1005,9,Miscellaneous,2454971.5,140,1200,1.5,B,46.19583333,-91.07472222
578064,,2007,2454240.5,140,,5,Debris Burning,,,,9,B,34.33687,-82.35416001
1462551,DAY SCHOOL,2011,2455702.5,141,234,12,Structure,2455702.5,141,800,1,B,43.2461,-102.33
555286,,1999,2451319.5,141,,7,Arson,,,,0.75,B,40.1125,-74.12917
738946,,1994,2449493.5,141,,13,Missing/Undefined,2449493.5,141,,1,B,34.1375,-80.8625
1787207,,2014,2456798.5,141,1444,13,Missing/Undefined,2456798.5,141,1916,4,B,40.480933,-122.084617
402764,,2008,2454606.5,141,,1,Lightning,,,,0.3,B,29.80139,-82.81722
206343,PATT,1993,2449128.5,141,1300,8,Children,2449128.5,141,1500,2,B,33.3501,-110.484
985875,,2002,2452415.5,141,,8,Children,,,,0.2,A,30.4467,-86.875
495406,,1993,2449128.5,141,,4,Campfire,,,,1,B,47.508202,-92.53074
1325730,,2004,2453145.5,141,1143,9,Miscellaneous,2453145.5,141,1143,0.5,B,42.5734317,-74.09586092
1825945,,2015,2457163.5,141,,5,Debris Burning,2457163.5,141,,5,B,42.62672,-91.8016
1149830,WESTERVELT,2007,2454241.5,141,1130,7,Arson,2454241.5,141,1700,823,E,32.590456,-88.311927
1234661,GREAT SCOTT,1999,2451319.5,141,1350,2,Equipment Use,,,,0.1,A,32.6791,-111.4
554142,,1998,2450954.5,141,,7,Arson,,,,0.5,B,39.5875,-74.78333
1793839,TOWNSEND NIGHT,2015,2457163.5,141,1725,5,Debris Burning,2457163.5,141,1740,0.1,A,45.33055556,-88.59194444
1338085,,2005,2453511.5,141,2134,7,Arson,2453511.5,141,2134,0.1,A,44.09249693,-76.1583042
1059445,MC COY,2005,2453511.5,141,1730,5,Debris Burning,2453511.5,141,1800,0.1,A,40.80055556,-123.4836111
1605697,,2012,2456067.5,141,1345,2,Equipment Use,2456067.5,141,1615,20,C,33.42706,-92.47967
306496,CHRISTIAN RIVER ONE,2009,2454972.5,141,1555,13,Missing/Undefined,2454974.5,143,2000,8.1,B,66.6722,-145.8164
995127,,2001,2452050.5,141,,1,Lightning,,,,60,C,26.8353,-81.6386
1450265,,1998,2450954.5,141,,7,Arson,,,,20,C,46.66511,-90.735395
965084,,1994,2449493.5,141,,6,Railroad,,,,1,B,26.15,-81.74
904038,,1997,2450589.5,141,,9,Miscellaneous,,,,0.1,A,33.875,-81.1417
315844,VERNON FIRE,2005,2453511.5,141,1835,8,Children,2453511.5,141,2010,2,B,33.930628,-116.602975
985842,,2002,2452415.5,141,,2,Equipment Use,,,,0.1,A,30.7094,-86.9517
1079072,COZZI                    ,1992,2448762.5,141,,9,Miscellaneous,,,,0.1,A,37.06194444,-120.68
657734,,2008,2454606.5,141,,5,Debris Burning,,,,1,B,30.38933,-97.34353
1136567,OLEANDER AV  GLVA        ,2010,2455337.5,141,,2,Equipment Use,,,,1,B,33.86111111,-117.3138889
1851469,,2015,2457163.5,141,1753,9,Miscellaneous,,,,0.1,A,41.8054183,-73.1225865
1388937,,1994,2449493.5,141,1350,7,Arson,2449493.5,141,1534,1.96,B,30.6069,-82.656
959428,,1995,2449858.5,141,,5,Debris Burning,,,,1,B,30.53,-82.91
1656659,ALAMEDA,2013,2456433.5,141,1459,13,Missing/Undefined,2456433.5,141,1515,3.4,B,38.4968,-121.091133
1655599,LETTEAU AV / SHANKS RD,2013,2456434.5,142,2016,13,Missing/Undefined,2456434.5,142,2030,0.1,A,37.434083,-120.785933
895458,,2001,2452051.5,142,,3,Smoking,,,,3,B,30.7808,-92.2378
1475889,,2011,2455703.5,142,1837,9,Miscellaneous,2455703.5,142,1930,0.2,A,34.331917,-81.71582
495149,,1993,2449129.5,142,,5,Debris Burning,,,,0.5,B,48.865304,-95.31976
1851471,,2015,2457164.5,142,1732,9,Miscellaneous,,,,0.25,A,41.8472091,-73.0156449
1474648,"ANGEL DR & CLARKE RD, AL",2011,2455703.5,142,2037,5,Debris Burning,2455704.5,143,1,44,C,33.8539254,-85.8347905
326918,LILY LAND,2008,2454607.5,142,1830,1,Lightning,2454608.5,143,1738,0.1,A,38.2017,-108.5472
688720,,2001,2452051.5,142,,13,Missing/Undefined,2452051.5,142,,0.1,A,47.04244444,-68.61197222
1370807,,1992,2448763.5,142,1837,8,Children,,,,3,B,41.9150978,-71.9089613
450959,,2007,2454242.5,142,,2,Equipment Use,,,,0.52,B,34.23745261,-83.11079989
1376857,,1995,2449859.5,142,1230,7,Arson,2449859.5,142,1408,14.08,C,31.7553,-82.3975
1070574,CUSTER AV / MERRILL AV   ,2008,2454607.5,142,,9,Miscellaneous,,,,1,B,36.95305555,-120.5911111
1333338,,2003,2452781.5,142,1741,9,Miscellaneous,2452781.5,142,1741,0.1,A,42.83231945,-73.6256093
1098443,SHERWOOD RD / TIMBERLINE ,2008,2454607.5,142,,9,Miscellaneous,,,,0.1,A,39.46694444,-123.3961111
728319,,1996,2450224.5,142,,13,Missing/Undefined,2450224.5,142,,0.8,B,33.05833333,-81.275
957993,,1999,2451320.5,142,,1,Lightning,,,,0.1,A,29.13,-82.58
271520,RL594,2002,2452416.5,142,925,9,Miscellaneous,2452416.5,142,1045,3.5,B,47.8825,-94.9872
616116,,2005,2453512.5,142,,5,Debris Burning,,,,5,B,30.37278001,-94.38110999
206921,JOE,1994,2449494.5,142,1730,7,Arson,2449494.5,142,1830,1,B,33.2834,-110.434
1483941,LINTNER RD,2011,2455703.5,142,1019,9,Miscellaneous,2455703.5,142,,0.1,A,43.5477,-89.2958
1105978,CARBON                   ,2008,2454607.5,142,,2,Equipment Use,,,,1,B,38.42,-121.0069444
1231770,,2010,2455338.5,142,1201,9,Miscellaneous,,,,0.1,A,39.7033,-104.9302
1699765,,2011,2455703.5,142,1330,7,Arson,2455703.5,142,1335,0.1,A,44.849278,-67.206222
1808829,KANUGA (36),2015,2457164.5,142,1438,11,Powerline,2457164.5,142,1602,1,B,26.5564,-81.5884
819317,,2006,2453877.5,142,,9,Miscellaneous,,,,5,B,30.5578,-89.5328
447631,,2007,2454242.5,142,,3,Smoking,,,,0.71,B,32.84999298,-83.46309405
8315,SOUTH CREEK,2006,2453877.5,142,2004,1,Lightning,2453878.5,143,1930,0.1,A,43.93888889,-113.0205556
378480,,2006,2453877.5,142,,5,Debris Burning,,,,0.1,A,61.95,-145.3
720953,TIMBER,1993,2449129.5,142,,13,Missing/Undefined,,,,13,C,35.19789886,-107.530098
512348,,2006,2453877.5,142,,1,Lightning,,,,0.1,A,48.1285,-115.3072
835493,,2002,2452416.5,142,1325,5,Debris Burning,,,,3,B,30.4797,-88.5372
1815018,NA,2015,2457164.5,142,,3,Smoking,2457164.5,142,,0.1,A,43.2094,-77.692
274139,RL198,2009,2454973.5,142,1620,8,Children,2454973.5,142,1645,0.1,A,47.873,-95.003
790991,,1994,2449495.5,143,1540,2,Equipment Use,2449495.5,143,1630,0.4,B,46.40128836,-91.82268761
320960,UNNAMED FIRE 3678,2007,2454243.5,143,1500,2,Equipment Use,2454243.5,143,1543,1,B,40.477397,-122.225992
1492676,FY2011-SPALDING-018,2011,2455704.5,143,1635,5,Debris Burning,2455704.5,143,1812,0.1,A,33.31525624,-84.33821967
1188057,,2009,2454974.5,143,,5,Debris Burning,,,,0.1,A,40.56193924,-97.58177185
1826026,H2OCRAFT BARN,2015,2457165.5,143,1711,5,Debris Burning,2457165.5,143,1739,0.5,B,43.791754,-70.220115
549524,,1995,2449860.5,143,,7,Arson,,,,0.25,A,40.9,-74.69167
822331,,2007,2454243.5,143,,5,Debris Burning,,,,1,B,31.0822,-89.3136
631235,,2006,2453878.5,143,,5,Debris Burning,,,,1,B,31.82054998,-99.19625
1390149,,1996,2450225.5,143,1350,9,Miscellaneous,2450225.5,143,1556,1.72,B,33.1785,-83.8922
361684,110297WF,1997,2450591.5,143,1445,5,Debris Burning,,,,20,C,34.53333333,-80.28333333
909800,,1998,2450956.5,143,,5,Debris Burning,,,,0.2,A,33.1833,-79.9833
207347,HOMER,1995,2449860.5,143,800,9,Miscellaneous,2449860.5,143,1200,1,B,33.3317,-110.4573
1406293,,1995,2449860.5,143,1325,2,Equipment Use,2449860.5,143,1404,0.31,B,32.0297,-82.9219
497419,,1994,2449495.5,143,,2,Equipment Use,,,,0.1,A,46.237534,-92.83502
1104972,STEWART                  ,1993,2449130.5,143,,5,Debris Burning,,,,0.3,B,38.92,-120.9588889
341709,HORSHOEBND,2001,2452052.5,143,2000,1,Lightning,2452055.5,146,1800,400,E,45.21169,-120.51993
206355,WILLOW,1993,2449130.5,143,1130,1,Lightning,2449131.5,144,1204,1.3,B,33.6001,-109.534
870584,,1998,2450956.5,143,,5,Debris Burning,,,,0.2,A,33.8122,-82.5028
47946,TULE PUMP,1992,2448764.5,143,1753,9,Miscellaneous,2448764.5,143,1900,1,B,41.93166667,-121.5816667
1276791,,2002,2452417.5,143,1100,7,Arson,2452417.5,143,1100,0.02,A,41.12319444,-78.54683333
1412718,,1996,2450225.5,143,1500,7,Arson,2450225.5,143,1545,0.14,A,30.7786,-83.5775
1542827,DONNIE TODDS GRASS FIRE,2010,2455339.5,143,,1,Lightning,,,,35,C,36.386466,-100.06176
1742265,FERN DRIVE,2014,2456800.5,143,1205,2,Equipment Use,2456800.5,143,1320,0.5,B,43.7959,-89.82533
647260,,2008,2454608.5,143,,9,Miscellaneous,,,,0.1,A,33.2213,-98.16242
714657,KENDUSKEAG,1992,2448764.5,143,1555,7,Arson,2448764.5,143,1715,5,B,44.91666756,-68.96666573
1237259,FY2000-ECHOLS-064,2000,2451686.5,143,1800,1,Lightning,2451686.5,143,1800,0.51,B,30.6927,-82.855
1430180,,1994,2449495.5,143,1130,4,Campfire,,,,0.5,B,32.98861,-86.52394
710266,,1996,2450225.5,143,1135,7,Arson,2450225.5,143,1310,10,C,31.88147397,-88.90502177
15575,RIDGE,2006,2453878.5,143,1900,5,Debris Burning,2453879.5,144,1400,0.1,A,40.40083333,-123.2013889
546031,,1992,2448764.5,143,,9,Miscellaneous,,,,0.25,A,40.62917,-74.925
438611,,2006,2453878.5,143,,5,Debris Burning,,,,1.6,B,32.64408753,-82.480913
1344316,,2001,2452052.5,143,1635,9,Miscellaneous,2452052.5,143,1635,1,B,42.14319464,-76.93453533
731910,,1995,2449860.5,143,,13,Missing/Undefined,2449860.5,143,1142,3,B,33.50833333,-81.625
889348,,1999,2451321.5,143,,9,Miscellaneous,,,,5,B,30.6861,-90.7278
544343,,2002,2452418.5,144,,2,Equipment Use,,,,0.25,A,40.00417,-74.12611
254839,303,2006,2453879.5,144,500,7,Arson,2453879.5,144,600,1,B,47.9797,-99.0333
1508097,MOUNTAIN 2,2011,2455705.5,144,614,13,Missing/Undefined,,,,0.75,B,33.94206,-116.920692
972984,,1992,2448765.5,144,,2,Equipment Use,,,,47,C,28.19,-81.5
646842,,2008,2454609.5,144,,2,Equipment Use,,,,1,B,32.17698,-101.6592
536507,,2005,2453514.5,144,,9,Miscellaneous,,,,3,B,47.86400533,-102.2154294
179258,STACK,1993,2449131.5,144,1615,8,Children,2449131.5,144,2030,0.5,B,44.0694,-99.6379
368941,SANTOS,2005,2453514.5,144,1000,2,Equipment Use,2453514.5,144,1045,0.2,A,37.03286,-120.69896
1478935,WENDY LANE (32),2011,2455705.5,144,1230,5,Debris Burning,2455705.5,144,1331,2,B,30.9758,-85.1475
741412,,1993,2449131.5,144,,13,Missing/Undefined,2449131.5,144,1201,1,B,33.4125,-79.4875
1630359,HALL ROAD FIRE,2012,2456070.5,144,,9,Miscellaneous,,,,110,D,33.386375,-98.784428
1141619,STATE                    ,1998,2450957.5,144,,2,Equipment Use,,,,0.1,A,33.67805555,-117.1961111
1826097,,2015,2457166.5,144,1818,5,Debris Burning,2457166.5,144,2134,50,C,34.340027,-79.501007
1277999,,1996,2450226.5,144,,8,Children,,,,2,B,42.7491273,-71.4909409
1418364,,1995,2449861.5,144,1455,3,Smoking,2449861.5,144,1509,0.04,A,32.7331,-84.8688
438751,,2006,2453879.5,144,,2,Equipment Use,,,,0.52,B,33.30663143,-83.46823715
1387526,,1993,2449131.5,144,2000,7,Arson,2449131.5,144,2230,2.24,B,31.1729,-83.8157
97693,LIME,1997,2450592.5,144,1151,1,Lightning,2450592.5,144,1556,0.1,A,35.01,-112.4783333
962677,,1992,2448765.5,144,,6,Railroad,,,,5,B,30.28,-85.53
410806,,2005,2453514.5,144,,5,Debris Burning,,,,2,B,30.49278,-85.45249999
1611172,FY2012-PULASKI-057,2012,2456070.5,144,1446,5,Debris Burning,2456070.5,144,1532,2.1,B,32.17013278,-83.47422666
1627733,LINDEN - 6082,2012,2456070.5,144,1556,1,Lightning,2456070.5,144,2039,34,C,32.39675,-94.11096667
1143200,GEORGIA                  ,2004,2453148.5,144,,2,Equipment Use,,,,7,B,35.3,-120.0138889
1811412,,2015,2457166.5,144,1332,2,Equipment Use,2457166.5,144,1418,14,C,37.643367,-121.691617
761674,,1992,2448765.5,144,,5,Debris Burning,,,,6.8,B,48.11679,-117.25958
111348,COXEY POND,1998,2450957.5,144,755,4,Campfire,2450959.5,146,1300,0.5,B,47.98333333,-92.015
487792,,2003,2452783.5,144,,6,Railroad,,,,0.8,B,47.04654626,-92.60070818
227254,ENCARTA,1999,2451322.5,144,2100,1,Lightning,2451322.5,144,2130,0.1,A,39.7016,-119.6344
1608721,FLORAL,2012,2456070.5,144,300,13,Missing/Undefined,,,,16.9,C,36.583632,-119.646481
189207,CAMP D,1995,2449861.5,144,900,5,Debris Burning,2449861.5,144,1030,0.1,A,48.3599,-119.2461
1243950,FY2001-CHATHAM-041,2001,2452053.5,144,1647,5,Debris Burning,2452053.5,144,1647,2.4,B,32.0635,-81.3283
1207861,,2010,2455340.5,144,,5,Debris Burning,,,,0.1,A,44.76475,-67.205917
1131645,RINCON                   ,1997,2450593.5,145,,9,Miscellaneous,,,,0.3,B,33.27805555,-116.9530556
398377,,2007,2454245.5,145,,9,Miscellaneous,,,,0.1,A,27.49528002,-80.80445
884206,,1999,2451323.5,145,,9,Miscellaneous,,,,0.8,B,31.6694,-82.1161
1208217,,2009,2454976.5,145,,5,Debris Burning,,,,0.25,A,45.024083,-68.644222
1443386,,2000,2451688.5,145,,5,Debris Burning,,,,0.3,B,43.53077,-89.726219
35202,BRIDGE,2009,2454976.5,145,1335,4,Campfire,2454976.5,145,1345,0.1,A,33.59,-117.5016667
546439,,1992,2448766.5,145,,7,Arson,,,,20,C,39.94584,-74.55833
1854334,153757,2015,2457167.5,145,2100,13,Missing/Undefined,2457167.5,145,,0.1,A,35.1159,-111.6055
681040,DRY CREEK,2009,2454976.5,145,,5,Debris Burning,2454976.5,145,,20,C,63.7,-144.5833333
1675186,FY2013-BROOKS-047,2013,2456437.5,145,2152,5,Debris Burning,2456437.5,145,2333,1.3,B,30.82897222,-83.72127778
105906,HIGHBANKS,1998,2450958.5,145,1600,4,Campfire,2450958.5,145,1830,1.2,B,44.51666667,-83.81666667
631638,,2006,2453880.5,145,,2,Equipment Use,,,,2,B,31.45010999,-100.3498
311485,GAYLA,2004,2453149.5,145,1632,9,Miscellaneous,2453149.5,145,1643,0.1,A,38.417869,-120.604689
464780,,1992,2448766.5,145,,13,Missing/Undefined,,,,0.1,A,44.375636,-115.977075
478126,,2006,2453880.5,145,,5,Debris Burning,,,,2,B,31.02970526,-92.69420225
955187,,1996,2450227.5,145,,1,Lightning,,,,0.5,B,29.15,-82.59
1588242,,2012,2456071.5,145,1641,7,Arson,2456071.5,145,1715,0.1,A,33.972542,-80.00399
1233273,EQ,2002,2452419.5,145,,9,Miscellaneous,,,,0.1,A,35.1745,-111.6902
1252481,FY2002-CHARLTON-034,2002,2452419.5,145,1439,1,Lightning,2452419.5,145,1439,2.5,B,30.881,-82.0389
1365885,,2010,2455341.5,145,,2,Equipment Use,2455341.5,145,,0.2,A,31.998116,-87.357148
1198022,,2009,2454976.5,145,,9,Miscellaneous,,,,0.012,A,40.75666667,-78.53666667
547484,,1993,2449132.5,145,,8,Children,,,,0.25,A,39.75417,-74.22083
1854343,153346,2015,2457167.5,145,2006,13,Missing/Undefined,2457167.5,145,,0.1,A,32.2147,-110.8141
1009025,,1994,2449497.5,145,,3,Smoking,,,,0.2,A,35.2583,-79.4383
1286543,,2009,2454976.5,145,1312,7,Arson,2454976.5,145,1312,0.1,A,42.15995539,-78.73644687
494749,,1992,2448766.5,145,,5,Debris Burning,,,,0.2,A,46.453907,-92.374113
986056,,2000,2451688.5,145,,2,Equipment Use,,,,5,B,30.07,-81.42
710286,,1996,2450228.5,146,1830,7,Arson,2450228.5,146,2012,1,B,31.50096327,-89.10201294
378273,,2006,2453881.5,146,,8,Children,,,,0.1,A,64.8,-147.5667
1096282,MC GRANE                 ,1996,2450228.5,146,,2,Equipment Use,,,,0.1,A,38.29194444,-122.5261111
611347,,1998,2450959.5,146,,5,Debris Burning,,,,4,B,30.16653,-95.12153
108840,TWO COWBOYS,1998,2450959.5,146,1415,1,Lightning,2450960.5,147,1500,0.3,B,39.09333333,-105.3466667
516162,,2006,2453881.5,146,,9,Miscellaneous,,,,0.1,A,35.23169001,-80.62578999
485229,,2008,2454611.5,146,,9,Miscellaneous,,,,6.2,B,43.71766,-85.19058
1476025,,2011,2455707.5,146,1425,5,Debris Burning,2455707.5,146,1610,0.5,B,32.742275,-80.812729
1644979,516,2013,2456438.5,146,1346,7,Arson,2456438.5,146,1400,0.3,B,37.160194,-107.60489
718826,,1993,2449133.5,146,1510,3,Smoking,2449133.5,146,,100,D,33.55532576,-113.1907715
869953,,1998,2450959.5,146,,8,Children,,,,1.7,B,33.0753,-83.1331
908023,,1998,2450959.5,146,,5,Debris Burning,,,,0.3,B,34.45,-79.9833
1450027,,1997,2450594.5,146,,2,Equipment Use,,,,0.05,A,46.455138,-91.021128
1164099,,2006,2453881.5,146,1502,7,Arson,2453881.5,146,1900,5,B,33.591707,-87.153532
1013677,,1995,2449863.5,146,,5,Debris Burning,,,,1,B,34.285,-78.8317
990294,,2000,2451689.5,146,,2,Equipment Use,,,,65,C,28.55,-82.16
980048,,1994,2449498.5,146,,8,Children,,,,0.5,B,28.34,-82.59
478128,,2006,2453881.5,146,,7,Arson,,,,3.5,B,31.06744807,-92.7670282
1069017,CHESTNUT                 ,2001,2452055.5,146,,9,Miscellaneous,,,,0.5,B,36.555,-119.7280556
1787258,,2014,2456803.5,146,1739,13,Missing/Undefined,2456803.5,146,1755,1,B,33.309833,-117.152667
1069306,3FKU005943               ,2003,2452785.5,146,,3,Smoking,,,,10,C,36.61,-120.2888889
1826164,FY2015-GLYNN-012,2015,2457168.5,146,1550,5,Debris Burning,2457168.5,146,1706,2.5,B,31.16892778,-81.62014167
301772,ASTOR,2003,2452785.5,146,1800,9,Miscellaneous,2452785.5,146,2000,0.5,B,33.3353,-110.5479
1488808,FY2011-BRANTLEY-118,2011,2455707.5,146,1428,5,Debris Burning,2455707.5,146,1534,2.2,B,31.1065563,-81.96073019
36483,POWERLINE,2009,2454977.5,146,1610,9,Miscellaneous,2454978.5,147,1345,1.6,B,33.14194444,-79.61166667
142916,RUSSELL,2001,2452055.5,146,1300,5,Debris Burning,2452055.5,146,1330,0.1,A,39.43472222,-120.1188889
412050,,2005,2453516.5,146,,1,Lightning,,,,5,B,27.74971998,-81.28555002
971934,,1999,2451324.5,146,,6,Railroad,,,,0.5,B,26.59,-81.72
551388,,1996,2450228.5,146,,7,Arson,,,,0.5,B,39.97083,-74.1125
407472,,2004,2453150.5,146,,5,Debris Burning,,,,15,C,26.61583002,-81.10305001
1215324,READY BULLION CREEK,2010,2455342.5,146,1902,1,Lightning,2455343.5,147,200,0.1,A,65.5117,-148.6417
320479,DERSCH,2006,2453881.5,146,1625,9,Miscellaneous,2453881.5,146,1823,100,D,40.476447,-122.241339
1837978,,2015,2457168.5,146,,8,Children,2457168.5,146,,0.1,A,41.1938,-74.0348
447544,,2007,2454246.5,146,,5,Debris Burning,,,,0.1,A,33.36208581,-83.25489647
344282,MELON,2004,2453150.5,146,1500,1,Lightning,2453150.5,146,1800,0.1,A,38.2216,-114.0414
557169,,2007,2454246.5,146,,7,Arson,,,,0.25,A,39.41989,-74.47974
1744988,,2014,2456803.5,146,1259,3,Smoking,,,,4.25,B,43.2279,-77.6532
1674972,ECR-20130526-001,2013,2456438.5,146,,9,Miscellaneous,2456438.5,146,,2,B,33.003495,-86.762849
397352,,2007,2454246.5,146,,9,Miscellaneous,,,,1,B,30.05749998,-82.53889
35909,COTTONWOOD,2009,2454977.5,146,1800,1,Lightning,2454978.5,147,1803,0.3,B,38.72,-119.6955556
1478905,COMMERCE  (28),2011,2455707.5,146,1515,6,Railroad,2455707.5,146,1550,1,B,27.2992,-81.366
68312,KID,1994,2449498.5,146,730,4,Campfire,2449498.5,146,1000,0.1,A,44.76666667,-116.3816667
1642023,POISON 1,2013,2456438.5,146,1235,4,Campfire,2456438.5,146,1245,0.1,A,37.53333333,-107.2241667
434131,,2004,2453151.5,147,,2,Equipment Use,,,,2,B,31.15395153,-82.13483619
1671719,CLARE 21,2013,2456439.5,147,1227,13,Missing/Undefined,2456439.5,147,1315,2.4,B,43.96251,-84.77289
1275991,C & E,2009,2454978.5,147,,9,Miscellaneous,2454978.5,147,,0.03,A,46.4213888,-90.9094444
561013,PLANT,2004,2453151.5,147,,9,Miscellaneous,,,,2,B,34.38556,-103.1336
1478746,GOBBLERS LODGE  (64),2011,2455708.5,147,1915,1,Lightning,2455709.5,148,1621,2,B,28.8545,-81.0626
1273352,,2008,2454612.5,147,2330,3,Smoking,2454612.5,147,,1.2,B,43.920333,-70.573306
1071729,MILLWOOD                 ,1993,2449134.5,147,,8,Children,,,,1,B,36.73805555,-119.0961111
798764,,1995,2449864.5,147,1100,9,Miscellaneous,2449864.5,147,1700,0.4,B,43.8642437,-85.09816318
1446239,,1997,2450595.5,147,,5,Debris Burning,,,,4.5,B,44.709083,-89.59353
1641269,OLD CHURCH ROAD,2013,2456439.5,147,1845,7,Arson,2456439.5,147,2359,48,C,34.77722222,-77.08888889
